review,sentiment,split
using six month quite handy able make pretty good fruit shake smoothy add couple ice cube manages crush need one cycle battery life acceptable charge every us motor run full time thought would able tell battery get low simply stop last second way tell getting low initially wondered exposed charging port would lead problem careful issue find great useful product one person get proper non portable blender want use blending hard dry substance multiple people easy use best blender used far great product compact easy carry blend hard item work soft fruit smoothy milkshake liked product build solid motor powerful enough purpose would perfect charging port exposed good onesatisfied using product since week good upto using milk shake banana blending good http medium amazon com image webp image yakvhqnsl sy jpg,1,train
quite durable sturdy http medium amazon com image webp image riggrbucl sy jpg working good http medium amazon com image webp image bkp yo wl sy jpg product nice product working well really nice product,0,train
received product today packing intact though found watch proper place fell inside box found inner holding box damaged also expecting kind tampering thought share product packaging overall nice product share detailed review use atleast week good watch fire boulti impressed watch computableand feature properly working like mean feature voice calling properly working andthis price range brand give feature happy watchthank fire boult pro phone support phone apps calling long charge phone finder phone camera shutter good feature beautiful looking watch con full screen display display smaller watch watch center alligned limited number watch face sometimes tends call recent number false touch phone book little larger number bought review basically first impression write detailed review day use like style look good far touch operation also good awesome watch liked sleep monitoring accurate according worth buying would suggest anyone reading review go ahead buy watch good product range one pebble smart watch price range using fire boltt better one issue stop call ring office meeting time liked everything except hearbeat level accuracy close real level average respect otherwise kill money good overall product good per price charged one feedback supplier improve glass watch lot scratch within one month usage,1,train
still using ordered long time back easy use install value money nice received used product first wrote comment proper quality check seal tamperedamazon job qc sent new product sealed unopenedproduct good charge device timethis parallel charging damage charger use needed good car charger must product using past month charging phone car air pump working smoothly without issue good good good,1,train
mouse decent price usually use window using linux o work fine arch linux sure work fine debian based distro well first impression size bit smaller take time get used scroll wheel little wobbly button travel button bit much considering small form factor update review using searching kind small mouse handy use value money good price range nice product low cost given price better one definitely little one overall good product easy use,1,train
quality upto mark price paid brand offer good quality earphone lesser price per experience none earphone lasted year given jbl let see long last someone build earphone last couple year buy purchased two unit headset one found defective since travel check item immediately time found item defective return replacement window elapsed build quality average considering jbl global brand providing amazing sounding earphone highly recommended music lover sound quality awesome bassmic averageit come ear walk fastnot game hear footstep enemyreview use earphone si year experience awesome product resolve tangling issue please otherwise nice product nice month left side speaker bass loud right speaker superb voice quality,1,train
awesome product fast mobile charging cable like good product wish available black white get dirty easily month issue started becoming useless buy look alright bad local cable phone charge slowly disconnect connect cable port reassemble still would reduce battery used worse cable disappointing money waste also packaging open sealed recieved seller fraud little grip given plugin type pin side smoothly remove instead sudden little jerk first shaped port easy use charge using car android auto excellent http medium amazon com image ucbjvmdml sy jpg realme fast charging adapter slow charging cable vooc support though call fast charging cable actually fast charging cable tried samsung fast charging adapter slow charging cable look sturdiness etc impressive planning return product,1,train
made indonesia thankfully china good long use remote battery work replacement serf purpose good seller good battery life good worked ertiga car key remote working good work flawlessly good battery backup good packaging,1,train
one actually well made colour option pretty catchy basically wanted silicon tip wired earphone laptop cell phone calling want pay necessary saw grabbed cause saw pretty good review honestly good money love design volume button work good casual music session mic good good price point build quality bad bought volume control even high end earphone lack nowdays button enclosure feel like cheap plastic break easily huge driver get wrong mm earphone price joke bass also quite good go budget restraint quality sound good build quality wire delicate prone get bend break sound quality goodmicrophone clearance goodware quality good long ware design goodi recommends believe amazon never broke trust best product price decent one price far issue totally worth bit loud cable thin good,0,train
perfect buy price use day overall rating following review pro step counting accuracy sleep monitor accurate notification bluetooth connection io android touch sensitivity watch brightness bright sunlight customisable watchface easy interface call quality speaker volume sport mode con battery life fully connected notification call last day else used optimally last day moderate use less choice inbuilt watch face watch strap could better quality screen catch scratch need buy cut screen guard screen overall smart watch beast range used colorfit pro earlier rating review according everything great watch dose calling game fin perfectly hand health tracking etc watch great one con batter backup less battery get discharged hour keep wear day hope fire boltt fix overall best value money product many watch come feature cost may lot variety get confused though say one got stable ui lag even feel premium mainly soft strap cool crown button add much main reason bought brings feature everyone need today box look someone feel thin wrist fit worry even thought fit coz thin wrist fine got delivery day prompt service amazon package sealed find tampering watch body plastic built price point could metal one detailed review shared day battery get fully charged drain minute know happened watch design good picture show dark grey color watch recived silver grey screen wakeup time slow otherwise everything good using watch couple day overall liked reading almost correct hope durable well value money con rise wake sensor work slow,1,train
using personal room nice product winter season good product price device febulous handy heater good student brought specially study happy using room giving proper heat take time increase overall room temperature value money portable heater used anywhere handy easy carry good heater extra wire directly fit socket loved product smaller size portable easy use importantly consume much power,1,train
big camera usage personally even mentally prepared bad camera based review pleasantly surprised camera click good photo awesome decent photo even shared coming biggest grouse heating issue phone started heating charging little could ignored started heating got concerned even ordered replacement thinking got defective piece test found heating download huge amount data example restore data old phone back ok perform huge data load regularly definitely phone tested running task usually perform checking office mail attending office meeting phone watching video amazon prime phone heat even little personally good price range good phone camera heavy user expect perform heavy downloads frequently phone may personally satisfied phone work type usage go plus point phone covered review already attempting clarify phone suit term camera heating many question aspect buying perhaps review help make informed decision buy avoid cheer display beautycamera decentperformance amazingbattery ok mah expect tbh overall good phone also day use found network connectivity issue jiosim using right phone keep update review month usage decent mobile price thing worried weight phone many procedure change setting screen casting apart good touch decent camera day light battery life good bought smartphone mom samusung interface handful easy use battery superb last whole day camera mediocre provide original colour picture satisfied smartphone got sale unable video call within service provider volta within service provider video call feature available product fine nothing fancy budget good phone battery enough normal use sure gamingcamera good segment record video fhd fpsdisplay since lcd display quality bit less goodv ram add upto gb virtual ram sacrifice storage space use overall good budget phone finger print working speedy battery backup good camera quality also good,1,train
button working first week purchase quality upto mark http medium amazon com image yee yjl sy jpg work expected good product great compatability firestick liked utility build finish working moreover able initiate return refund many try http medium amazon com image qadvokxnl sy jpg,0,train
cover perfect size wise exactly shown picture go best product best fitting remotevalue moneysoft material nicei recommend product thanks amazon shopoflux team ok described description quality good know durability week use one thing cover appear bit high button key easy accessible though fault cover mi remote key popped much good quality perfect fit material feel good must buy product fit mentioned product cover perfect fit feel good hand remote little loose battery housing help hold perfectly issue come silicon case would keeping clean look great keep right,1,train
bluetooth audio sound really nice decent bass fm reception weak even plugging usb cable antenna fm reception clear able catch station even catch station moving speaker cause problem sound clarity tried similar speaker brand problem apparently fm circuit soundbar good worth buying speaker sound quality good loud weightless easy carry good battery backup coming hour tested properly good battery backup sure expect bass little bit expect writing review day usage yes everything fine nice decent product sound good bluetooth connectivity good call microphone good cute nice sound medium hall http medium amazon com image webp image plhv yn sy jpg good,0,train
like best charging power used cable note pro mi using month also fast working might little expensive physically good feel premium power limitation suitable fast charging http medium amazon com image wnviuaiwl sy jpg best data cable charging fast good quality good durability overall good need improvement,1,train
smooth good quality bottom finish stop moving good product better buy better one price like mouse pad problem item wanted order mousepad ginormous waste money like adding gaming brand logo pad cost buck smooth mouse pad grip table perfectly look build quality good stitching look okay single strand standing though talking perspective person need mousepad gamer rd mousepad purchase year gamer need proper desktop setup yet meant gaming obviously look size man feel like kid slave gaming xd good product great mousepad look subtle feel good mouse work great stitching seems like hold worth price good quality comfort washable throw eventually even go bad,1,train
nice product easy use well soft cable picture show no cover no easy attach usb cable bought total piece r loved quality product far ok hold wire connecting usb joint stop bending even think buying looking cheap price product made cheap quality plastic protect cable sturdy please buy two pack came product cool value money love,1,train
work said brown bread evenly pop work fine cord short keep toaster inverted vessel reach plug point bought returning bajaj qtr immediately unboxing due build quality issue regret decision returning desi one international beauty build quality look superb one improvement could inclusion led indicator way two knob one toast one grill overall bang buck would recommend everything sometimes bread gests toasted nice highest heat sometimes burn toaster look good easy use nice product good product bun warming feature look useful temperature control work well wonderful product,1,train
working good good product nice product cant use long hour good small room used minimum amount time sure use overnight nice bad high price please bye ordered amazon basic room heater running well two month suddenly stop working want claim year warrenty customer card service really suck called customer service first told register warrenty first register warrenty take day register apply warrenty told email amazon brand email disaster started told email take day process warrenty till date day complain register get warrenty till date please bye,0,train
product described described durability feature may wait use product state justifiedly helpful charging multiple device time good handy product build quality really nice happy packaging timely delivery nice one good plan fit comfortably switch board red indicator light inside good product good value money,1,train
good price nice one ok price battery working comfortable small useissue power supply melt charger cable smart watch pasand sleek etc yes mine stopped working month moulded outer casing ie screw open repair stop working replace warranty else throw away buy risk high time indian consumer got righttorepair,1,train
ok product delicate nice accurate see long last give error milligram stopped working month use sensitive product need kept stable surface use overloaded like ever cuz damage sensor good product price built quality world class good temporary use good,0,train
good braided cable long length quick charge using xr cable value money chager apple oem portronics type lighting cable worth easy carry build quality quite ok charging speed almost equal original onegiving review month usage great fit connector shaped connector convenient better higher priced product good best product price range go software show product genuine recommended braided cable product wish apple made product easier hold phone charging superb quality support good charging speed type lightning price r steal deal nobody giving quality price good cable available decent price r prosgood design shaped connector help keeping phone power bank together bag pocket without causing damage charging pin fast charging compatible fast charging power adapter,1,train
easy use easy clean described drawback motor unit heat quickly even little use used product twice far speak durability also price dropping steadily product wondering time tell long product last awesome built quality perfect packaging blender working good working good till easy use http medium amazon com image webp image prbn isul sy jpg easy clean make lot sauce puree dressing use blender almost every day construction blender food often fall blade constantly readjusting ingredient get ingredient blended take considerable amount time lot patience immersion blender puree fruit vegetable less minute evenly consistently easy use lightweight cleaning consists removing shaft blade handwashing wipe handle damp cloth stick drawer standard blender requires thorough washing various part pitcher blade screw attachment lid moving standard blender counter storage need highly recommend powerful blender go,1,train
well iits nice make sure lid kettle stell casing cord long cord shortweight okeasy use wonderful product easy use go http medium amazon com image webp image uxqrechtl sy jpg economically good product good product overall product good value money hoping work well body look bit week mine work returned though,0,train
best wish brought online cautious buying offline coz fake overpriced product using wifi camera working fine nice product nice quality product easy use thanks amazon well known brand nice product good worth product bahut achcha laga raha hai,1,train
purchased cable galaxy note july using since work neat cable tough due braided nature overall good usage faced quality issue point section also good fit properly mobile go expensive cable ever purchased probably best cable giving star less premium pricing bought long cable dont work well android car work well go connect android auto short review eliminates need wrap long cable around handlebar phone mounted navigation compact powerful best suited motorcycle mobile mount powerbanks price bought long review used wrap long charging cable around handle bar come way turning fed wrapping cable handlebar wanted something short sit charge device clear clutter motorcycle handle wanted mobile mount look like bobo gear jaw grip mount local store delivers tried cable local store either die charge device enough use even device use charging rate used low decided give one try always hesitant short cable high pretty happy purchase fetch complete charging capacity mobile charger deliver device km roundtrip saviour yet check claimed qc true least serf purpose motorcycle handlebar complaint update get chance test coming design quality braided cable look rugged metal connector feel solid going use motorcycle sure put abuse comment revisit review update durability use update review durability perspective first wayona dash charge cable used oneplus died month thankfully replaced warranty show good support wayona team record cable died charge video evidence replace product verdict looking short cable mobile charging device powerbanks would definitely recommend cable data transfer quite fast also compatible qc adapter good excellent worth money nice wire fast charge,1,train
big camera usage personally even mentally prepared bad camera based review pleasantly surprised camera click good photo awesome decent photo even shared coming biggest grouse heating issue phone started heating charging little could ignored started heating got concerned even ordered replacement thinking got defective piece test found heating download huge amount data example restore data old phone back ok perform huge data load regularly definitely phone tested running task usually perform checking office mail attending office meeting phone watching video amazon prime phone heat even little personally good price range good phone camera heavy user expect perform heavy downloads frequently phone may personally satisfied phone work type usage go plus point phone covered review already attempting clarify phone suit term camera heating many question aspect buying perhaps review help make informed decision buy avoid cheer display beautycamera decentperformance amazingbattery ok mah expect tbh overall good phone also day use found network connectivity issue jiosim using right phone keep update review month usage decent mobile price thing worried weight phone many procedure change setting screen casting apart good touch decent camera day light battery life good bought smartphone mom samusung interface handful easy use battery superb last whole day camera mediocre provide original colour picture satisfied smartphone got sale unable video call within service provider volta within service provider video call feature available product fine nothing fancy budget good phone battery enough normal use sure gamingcamera good segment record video fhd fpsdisplay since lcd display quality bit less goodv ram add upto gb virtual ram sacrifice storage space use overall good budget phone finger print working speedy battery backup good camera quality also good,1,train
expect last long price wise good product till date working well one slot got order one using value money second slot charger average use good quality issue till working fine ampas watt charger fast charging yes nice http medium amazon com image pgvx sy jpg amazing product great charging power even two device connected charger charged pixel wireless headphone together get charged quickly issue build quality mistake sat charger socket end broke edge came completely fix fevi quick working fine overall good product think go good product price range work fine,1,train
duracell never disappoint good http medium amazon com image nzyzu sy jpg use battery faber stove burner assume many buying purpose long lasting easily last house month without showing sign discharge past year never experienced single incident leakage battery duracell ultra battery best high power appliance last long pack easily last year like battery good condition required gas stove putting battery could light burner without hiccup cannot talk durability bought week back nice good,1,train
everything fine bulky hard softer thinner thank amazon good charging cable good good one quality good worth short durable good product satisfied fast charging pin usb purchase nice product price,1,train
work expected shape handle comfortable feeling handy hold device press button time sometimes battery door open using easy use creates mess try make coffee froth form froth also run liquid frother stop spinning even slightly dense liquid product working smoothly hard press button work easy use nice product cream stucks sometimes finally make frothy dalgona coffee without losing arm lol worth coffee came really well easy use good,0,train
look good product good say especially mention customer service replacement policy good year warrenty kudos team overall great product fear buying good adhere fantastic field scope improvement plastic quality decent could better good except minor noise rest good stayed well overall rough drive km seems sturdy enough last long however nut joint needed tightening time trip rattle quality product affordable price used swift dizre model working good condition specially lower hook hold good nice one looking buget segement buy,1,train
everything great go esr common length good charge fast need maintain well cause length fast charging value money month since using working expected nice product go excellent product good sturdiness product quality worth money spent,1,train
durable little slow buy rslocal market get functionality durability ok price point bit high poor quality battery drain fast tv button defective remote working fine want reset airtel remote working review raise complaint customer care really took priority resent new product really working fine waste buying key stopped working within month even month whole remote working awesome product work well,0,train
nt wrkng evn aftr hour charging motor blade poor perform machine get jammed every time poor quality never buy product pls sell time,0,train
job really well complaint regarding charging power price r worth every buck although cable bit shorter original one original oneplus cable around r huge price difference job original one useful type charging suitable adapter usb point serf purpose sturdily built job well charged samsung galaxy quicker original cable hope stay going ahead liked charging speed disliked length ipads awesome foot long point think otherwise best cable good everything good including connectivity stuff nice product im using car product nice worth amount recommend anyone looking kind cable,1,train
try review product using year use case ncr resident air pollution know one worst possible worst installed bedroom sq ft well within advertised max room space using purifier room kept closed minimize pollution addition build quality purifier sturdy built aesthetically pleasing large front grill act air inlet arched back larger grill filtered air outlet arc help air released vertically upwards hence add direct cooling anyone sitting front help filter use winter main season required top filter dark panel touch sensitive button decent sized circular led screen button power night mode fan speed child lock setup air purifier shipped part packed separately thus unboxing setup use setup pretty straightforward main filter unit front released individual filter aligned order central space installation order filter followsfirst hepa filter indication top correct installation also go keeping phillips branding top left corner second active carbon filter indication top correct installation also go keeping phillips branding top left corner third pre filter one actually clip place used filter larger dust impurity clog main filter thus filtering order pre filter carbon filter hepa filterworking air purifier set different mode one automatic mode automates purifier working thanks inbuilt air quality sensor pollution level sensed regulates fan speed accordingly level programmed indicated small circular led screen mean circular ring different color blue min violet pink red max red level would put fan maximum speed blue would turn filter automatically fan automatic mode use fan speed button move option different fan speed mode arefan speed indicated screenfan speed indicated screenfan speed indicated screenautomatic mode indicated screenallergen mode added top automatic mode essentially bump speed bit different color level suit sensitive people improves air filtration rate turbo mode indicated screen put fan maximum speed possiblethats pretty much major functioning air purifier additionally filter automatic forced night mode purifier automatically detects lighting room sens low light automatically go night mode forced pressing night mode button purifier filter automatic mode fan speed reduced level minimize noise summary summarize review add view filter work pretty well use case regular winter pollution day able keep air quality control even working automatic mode able go red level blue switching intermittently per air quality level drastic pollution day tough time managing air quality automatic mode force turbo mode get air quality control much air change happening room throughout filter able get air quality much acceptable level air quality indicator great value add product much missing similar priced competitor little disappointed night mode working compensates air quality noise believe purifier task ensure air quality room good possible reducing fan speed reduce noise work ok normal pollution day totally useless thing even little worse dont want use turbo mode yet durability filter decent used winter last year intermittently summer year yet get indication change hepa carbon filter yes reminds air purifier would automatically sense indicate filter need replaced displaying error code screen even pre filter replaced cleaned washed received time past year overall still strongly recommend product good performance decent price slashed good amount launched good product product stand notably probably work supposed late return product try another make good product beasy install well designed product yet experience filter replacement consequently recurring cost product working nicely worth buying product writing almost year pro con everything good problem live delhi hepa filter cost around took month become totally black advice dont run near kitchen catch carbon pore blocked live delhi check every month clean vaccume cleaner seal door dirt mosquito come open window seal put anti dust mosquito net run day turn iff hour room dirty ut clean pre filter clean carbon hepa filter indian hepa filter become black get jot water put detergent dip inside dust carbon come use haha paper hard wash time keep sun light hour sometimes get error fo clean three filter vaccume brush careful cleaning brush dust dangerous cause problem wear mask cleaning hold ur finger child lock reset start working bhai delhi pollution bhot family lie monthly r padta filter mother wife bachy pura din gher rhty must buy protect update fan speed got slow power consumption st watt nd watt rd watt max watt best keep automatic mode room clean power consumption reduced watt whole night work power efficient mode left room door window open continue red room closed room still dusty much functional,1,train
worth price use local cable provider set previous tv samsung facing problem problem facing time turn tv main go setting turn setting tv speaker setting despite speaker wifi blue tooth cell phone proximity result stopped turning tv main use remote control put stand problem long run display good sound average iam using soundbar issue know long last due previous mi pro panel gone year bought tv year warranty panel improve software response improve picture quality worth money budget used day picture quality look good impressive go hope long term quality also good tv good one thing bad tha tv time get stop playing youtube video otherwise good product good value money amazing pic sound quality quality price really good,1,train
use connect old pc internet tried lubuntu ubuntu worked box setup extender cable place comfortable place get model antenna otherwise range problem directly line sight wifi router wifi dongle simple plug play device start catching available network right plug usb port additional installation software requires signal strength good wonder would different adapter lesser known brand available much competitive pricing hence star less pro easy use portable connected mobile hotspot used pc budget friendly less installation process heating issue good coverage best alternative usb tethering phone battery may get damaged long term run tethering con internet connection speed varies time also depends modem cellular connection issue occur installing via cd available along product installation driver downloaded tp link site needed reconnect adapter every time system turned work software issue encountered update system worked support center worse call unattended time visit nearby storeconclusion brought ideal user need high speed internet usage good alternative usb tethering budge youtube video easily played without interruption wifi connectivity great good result however jitter problem exist perfect device connect wifi go wifi adopter good working picture attached size design build quality packaging software speed connectivity experience warranty size design best part compact size sober elegant design big plus easy plug use add good sober design build quality build quality undoubtedly superb qualm held doesnt give cheap flimsy product like feeling good sturdy build quality packaging part also big plus item well cushioned packaged necessary item ensured damage could caused product transportation ensures customer received something damaged internally already software actually good great part product good part cd provided along manual great part linux support given version onwards bad really speed easily support net speed upto mbps practically speaking tested home easily support net speed mbps without sigh testing found connect ghz network without issue connectivity please mark foot metre multiply metre get distance foot easily connects laptop phone metre across one room thats foot mean even old bluetooth used connect ft foot issue big plus found product experience point view far except linux non compatibility issue found flaw product overall great product warranty year assured atleast year tension free year contrary electronic item today provide year warranty item best adapter bought ever work nicely seemless connectivity,1,train
ordinary nice pic happy original mi charger give fast smooth charging great product using week issue product satisfied product thank mi mobile chagerwire adopter ki quality durability bahut acchi hai star liye diya kyu ki charge karta hai lakin uttna fast charge nhi karta bt jinko fast charge se matlab nhi hai descent charger chahiye mi company ki toh lelo lamba chalega top quality charger original mi brand buy need type original product,1,train
work clamping ac vent hold sturdily minor block ac flow much consequence phone clamp spring loaded accommodates phone size holder working suction hold onto glass fall driving could lead accident good product work unable hold moto device weight clamp mechanism great loved back clip go inside ac vent loose kept moving also lock tightens back clip average received today product good build quality give feel premium product used cant say functinality product good fitment ac vent mobile phone placed holder increase weight desirable good quality price range however block ac vent easy mount unmount phone quite sturdy although perfect able maintain composure even bad road post long term review month far good good nice product satisfied product,1,train
value money sturdy cover almost like case remote cover really fit well jio remote seems durable also bit costly compared overall quality useful item quality remote cover quite good able provide decent drop protection long remote land face first slightly expensive though around get job done go wish protect jio set top box remote case good suit well remote value money perfect fit secure accidental drop dust spill perfect fit jio remote seems good overall good remote cover hard material,0,train
day use bhaut acha chl rha ha review aapko bata dunga kessa ha thoda time baadbut product acha ha abhi tak kuch kharab nahi hua mene bhe isska khayal rakha ha pencil good working good build could better excellent experienceworks well ipad pro inch good battery lifeno need buy overpriced apple pencil brilliant product add value ipad thankfully alternative otherwise expensive brand pencil really great product king one purchased pencil doubt full quality product month used amazing product kingone doubt best alternative apple pencil even support wireless charging make amazing battery also good osm product face ancidental power pencil cool automatic swich idel time save battery like rounder made note draw painting many thing student save moeny best one forth price original one cool great quality noags afford apple pencil one real problem solver little hard get used pencil work like charm zero issue lovely product initially sceptical using pencil kept skipping line became unresponsive became smooth original must go pressure sensitivity looking wireless charging button shortcut best budget pencil update review star using testing pass criterion thankyou,1,train
good product noise level high overall product value money bought product second time day testing utility used grind different hard spice achieved desired result heating issue expected due friction hard spice overall great product motor requirement handling easy good noise level high budget friendly product noise level high build quality also good overall product value money lid small jar tighten properly unhappy product good product low noise powerful motor grind item smoothly good price range noise level improved,0,train
good bad trust amazon basic go writing review using month still sturdy durable new one nil used fortnight till car mobile charging work well working fast charger planning use normal charger pretty good product quality good using cable since year currently cable running perfectly without problem want buy best type cable without thinking buy support display work connect network charging good useful,1,train
good price nice one ok price battery working comfortable small useissue power supply melt charger cable smart watch pasand sleek etc yes mine stopped working month moulded outer casing ie screw open repair stop working replace warranty else throw away buy risk high time indian consumer got righttorepair,1,train
product quality really amazing wire length enough sturdy wire come one year warranty make good choice quality good like much good product nice one high quality product hd picture converted khd quality better visibility cable look feel sturdy streaming experience really good tried mirroring laptop tv screen work perfectly would really recommend get length foot give good room space work,1,train
recently ordered usb rsthe charging speed main usb use apple orignal oneshowever seems like paid getting made iphone tag product built well better apple charging cable working charging adapter work well power bank charging time okay totally depends adapter using someone looking alternative expensive apple brand charging cable product right choice awesome product use frequently inside car writing month regular usage alternate charging cable good one iphone lightning charge cable helpful connecting iphone car carplay,1,train
sound song good really good still using almost maybe month maybe still good product good quality comfortably fixed ear major issue bud minute start hurting ear iam satisfied sound quality ok noise cancellation performance come bass quality less boat much low clarity bass missing light weight compared boat finally boat good price range mic sound quality crystal clear bass also good wiring quality good overall earphone good range worth hai product bought month ago complains far everything going great little overpriced nice bast gaming nicesound osm disyan nice value moneythank amezon,1,train
nd purchase review purchased july dash charge stopped working september within month contacted given whatsapp number right away sent new cable next day star keeping promise professionalism first purchase review writing month usage everything happened expected written purchase month cable stopped pc connectivity month started showing problem charging used charge one position charging used stop little movement finally replace new one month since price reduced say good product price long lasting want reliable long lasting long length cable go original oneplus showroom initial review written purchase yes support dash charge heating issue using since day one negative point short length meter long original cable meter difficult use phone charging negative point figure cable really hard experience hard cable break often soft pliable one easy put hard cable bag without putting strain daily commute office make break easily time hard cable also easy use mobile charging put strain point charger side mobile side make vulnerable crack raise question longevity cable let calculation original oneplus cable lasted year cost present r soft easy bend keep bag traveling daily work r cable online meter long make easy work phone plugged popio cable cost r present show mean price may rise even last month costly original cable year popio cable meter long meter original cable effective price popio cable r meter cable popio cable meter long meter original cable make easy use phone charging using short cable charging put strain cable phone charging port damaging also decrease life cable charging port say consider cost writing review also consider cost long run immediate cost thinking changing phone coming future want spend much cable popio best option available looking long term solution afford buy r cable suggest go original one length soft last longer moderate use ordered cable sale yesterday plugged cable charging rapidly oneplus immediately booked replacement cable arrived morning plugged voila charging rapidly thankful nd purchase review purchased july dash charge stopped working september within month contacted given whatsapp number right away sent new cable next day star keeping promise professionalism first purchase review writing month usage everything happened expected written purchase month cable stopped pc connectivity month started showing problem charging used charge one position charging used stop little movement finally replace new one month since price reduced say good product price long lasting want reliable long lasting long length cable go original oneplus showroom initial review written purchase yes support dash charge heating issue using since day one negative point short length meter long original cable meter difficult use phone charging negative point figure cable really hard experience hard cable break often soft pliable one easy put hard cable bag without putting strain daily commute office make break easily time hard cable also easy use mobile charging put strain point charger side mobile side make vulnerable crack raise question longevity cable let calculation original oneplus cable lasted year cost present r soft easy bend keep bag traveling daily work r cable online meter long make easy work phone plugged popio cable cost r present show mean price may rise even last month costly original cable year popio cable meter long meter original cable effective price popio cable r meter cable popio cable meter long meter original cable make easy use phone charging using short cable charging put strain cable phone charging port damaging also decrease life cable charging port say consider cost writing review also consider cost long run immediate cost thinking changing phone coming future want spend much cable popio best option available looking long term solution afford buy r cable suggest go original one length soft last longer moderate use product nice worth buying quality great product support fast charging oneplus quality wire great charging speed good transfer rate somewhat less compared original oneplus cable good quality long lasting,0,train
good quality cable projector flickering issue connecting macbook pro third party usb hdmi adapter extended high end hdmi cable epson projector tried reset nvram reset system magement controller smc macbook neither worked last purchased amazon basic cable connects without flickering display hd content played youtube prime video itunes good quality used extension cable amazon fire stick tv durable good quality quality piece good cable almost thick pilot pen image attached degradation quality ofcourse professional made accurate measurement commenting like normal eye need run long cable ft may long enough living room case think ft one helpful buy enjoy peace mind male female hdmi extension cable purchased amazon working well connecting laptop tv set faced problem feel happy like much ordered foot amazonbasics hdmi wire nice wire much better much thicker wire recommend performing great far using couple year,1,train
sandisk tb extreme pro portable ssd mb winitially set disk inbuilt san disk software speed pathetic debugging found culprit exfat default format reformatted apfs encrypted similar secure feature without comprising feature surprised see drastic jump performance exfat gb write failed min apfs encrypted gb less min pro portablesecuresturdyspeedlarge volumecons default software filesystem deliver speed range mbps mbp thunderbolt function gbps usb mode instead gbps usb good sandisk always excellent though review sandisk extreme function excellently painful note cannot used ipad pro costing lac rupee whereas responsed samsung tab r without aid computer pc flawlessly shame apple using device past month read write speed mind blowing especially liked portability well easy carry use device even mobile laptop waterproof well rugged use device daily use thank sandisk making device r middle family would able buy easily speed fast corrupts video file download video file direct drive internet file get corrupt perfect travel partner taking space bag,1,train
camera display poor quality battery good nothing bad nice phone reasonable price good nice value money theek hai bad good,1,train
really good product gamers would recommend good mouse overall price little high using mouse since say logitech built quality second none throwed bashed mouse table gaming session yet mouse still survives even rubberised grip still go without hesitation button issue far replaced left click middle click button started developing issue year simple soldering job fix get replacement switch tanotis work good new using mouse quite long time believe best mouse far ever used problem cable another customer said cable quality good outer portion cable usb mouse side coming inside wire visible even though mouse run good good long term usage pretty good mouse close ridiculously heavy fast paced gaming chill rpg title fine wanna play something like apex legend forget shape mouse super comfortable mouse owned give wrist pain even hour continuous usage cable quality expect like even braided since older generation mouse double clicking issue logitech infamous would say buy old justify spending money know love logitech one best product say hand favorite budget gaming mouse nice comfy work properly also multiple button assign various action limited game assign window action well using last year absolutely complaint although brother think look like beetle,1,train
good one display good battery life good camera quality good finger printer placement good used hand using last month battery backup good camera good price range one good option best phone purchased sep dec mobile stolen period used hr day continuesly lag problem battery life good speaker good think mobile one problem face phone run amazing dimensity praise performance hz refresh rate eye opening coming hz phone build pretty solid back nice texture doesnt build fingerprint much redmi packed phone neat feature ir blaster surprisingly amazing dac redmi didnt even flex marketing headphone sound mile better phone laptop smh included phone cover alright nice redmi throw one hole around headphone jack couldve bigger though interferes aux cable chonky housing complaint id design kinda mid doesnt look amazing nothing complain either hmhm cannot comment camera quality pleb doesnt know nitpick camera quality included screen protector reaally bad month already scratch around lower screen id typing highly recommend peeling taking chance gorilla glass getting something aftermarketoverall strongly recommend solidly built phone focus getting stuff done rather sitting around looking pretty good buy phone camera purpose buy overall average mobile price battery backup good changing time apx minute good good product normal daily use camera quality mark overall good product,1,train
